x,y
6.080402010050253,2.6621233050243513
6.180904522613066,3.42402888635627
6.2814070351758815,3.49346115888912
6.381909547738694,2.390195455406383
6.48241206030151,3.1713298696315033
6.582914572864322,2.787898425099025
6.683417085427138,2.887187905554541
6.78391959798995,3.3220045455584035
6.884422110552766,2.1511753704668966
6.984924623115578,1.8000789869633427
7.085427135678394,1.6380834475021386
7.185929648241206,1.5836395491377735
7.286432160804022,1.8644978220247022
7.386934673366834,1.9879134041751299
7.48743718592965,1.8727366371810172
7.5879396984924625,2.0677778659233708
7.688442211055278,1.5831955050873205
7.788944723618091,2.2286516406573798
7.8894472361809065,1.297392897580391
7.989949748743719,2.72025100632462
8.090452261306535,1.6060123622642382
8.190954773869347,0.8001353700355814
8.291457286432163,0.6312801119770765
8.391959798994975,1.3484028509443462
8.49246231155779,0.9382529102549096
8.592964824120603,1.3521271128320402
8.693467336683419,1.1791591094690757
8.793969849246231,0.8557547596104196
8.894472361809047,0.4205602426222214
8.99497487437186,0.04042288204278721
9.095477386934675,0.5305217104304916
9.195979899497488,1.139895803386254
9.296482412060303,0.7785858654115289
9.396984924623116,0.010378176305604336
9.497487437185931,0.6833531402070261
9.597989949748744,0.7546836578163069
9.69849246231156,0.08704658548700822
9.798994974874372,0.5744174609493834
9.899497487437188,0.4968098449091102
10.0,-0.13211581268123734
